0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
614.0640581427289,522.9262670262276,658.7590524872202,662.7194519386228,715.0194531324155,540.5302622203122,656.4990747177577,679.6283848507736,587.6251883914505,474.964202743731,644.6097628217808,651.3583039059231,737.7556141525295,517.7017028368446,660.3230634180543,691.3562233148165,586.5953951867145,488.43321010997875,651.0232142211999,131.6876328585506,318.2112237588076,631.6626645873963,547.0371414741002,466.57225374715506,569.2014710981069,559.1901836998414,611.292988195193,499.985201771622,430.61349192527837,501.8685264390052,555.0931497498067,517.4593408372857,473.53778807267344,552.869288702841,506.7547297015601,603.3392880343831,523.7854381105245,552.3400552782339,559.9198780153322,526.7184980399561,625.0855632738841,647.2302706192443,472.8855419049641,656.3984715184457,592.3661660876556,611.992444815033,386.67045067854696,368.41166545239196,404.23379616454014,529.5273787840243,534.8462898609512,609.9290421817414,621.866495871043,494.14914105208396,580.6647658342645,583.4319863854076,591.3026932020499,679.3459487971501,526.3011400383415,675.6390920427839,622.0076738439199,565.6946310547925,413.40065533834746,589.9478647510094,625.1988646913252,614.5903316957359,536.0379928396296,596.8830729035961,574.566754606832,258.61089005125314,559.1838961668792,650.8098011335833,514.1634832261894,473.06801497259914,680.7129984417231,698.3053023439517,672.9954191352306,628.4610692530639,624.5569637235723,625.9174512770267,638.2653413693225,634.4380230924936,684.8685861090669,664.2779177120832,646.7826833309579,629.8222179888184,646.0540369864607,651.7259198105053,672.1727617930198,716.1196270676919,699.462964071556,689.6656855738628,625.2007170814101,654.3648315723141,407.4570556472559,389.1325236634568,698.7004466328198,671.1347421598401,658.7570039486203,630.3556761634215,665.913509232834,594.5866480607065,620.7106970416914,683.4738038591317,637.4066797288725,693.8347992942942,566.8100330683794,617.2656701057956,705.2349169859458,618.642946168094,618.7037169678954,702.9065476806244,670.9045414167641,703.6873126724787,611.9218123814977,612.0691892339078
604.4185177502576,516.3754630292325,657.4872981875711,660.6306784905682,714.0195857309682,542.4712790965733,654.7101204585047,675.0606285495234,581.2654459411251,468.4646768467053,640.9850639723275,648.9914663949817,734.6932352310928,516.4833777846411,660.7229403202606,685.7675812770594,576.5744851601552,479.58365417758074,642.3025036093475,131.69309029665786,310.80539193150065,622.7554205133706,539.0842990037705,461.3231668347874,561.2407455946468,557.396731742016,611.6830162801832,498.0660297003613,427.38847058215055,494.669370275282,548.8443261813801,512.0366092023489,469.6336815602677,548.158472294985,502.05051498805864,592.671281038001,516.8255821492442,548.1880697959913,555.7509301135818,523.8910810832793,627.6296015324582,646.3662116003385,470.49642513142976,653.049947828611,587.034608656922,606.363153170373,383.4394604832476,365.6108818402159,400.8704406824218,525.9484876438864,531.8521096842867,606.3439664740407,616.962817722023,491.1899707470098,579.4723042903674,579.2993086401465,587.056321214341,676.9895395922085,522.9778645830893,676.9559977171502,618.9524438339392,564.1954054612622,413.2498728412398,587.4336569367174,623.721179857974,610.2742794519056,531.100639042327,587.3873829534368,566.8324282779815,254.14974782965945,549.985702099437,638.7805307843043,510.30122571389666,465.0095368758111,677.7433506764808,695.2444498554844,669.2864055140918,622.4427092166837,617.3941566883367,617.6439802216926,633.2055961768244,624.6372399753816,675.9720424913771,658.5666628747432,640.6425090881063,623.2672693018992,636.6619018504488,645.4881538037287,666.0868333404844,708.9786605778327,692.9702829530155,686.495281146315,619.6225076855264,649.2476223752573,406.0506020749405,387.00512000691947,694.4782810749465,665.0581716410575,657.3626889738858,625.9504312563909,660.3990694206631,591.416886751572,618.3138640891178,680.3002187087288,630.8041048323236,686.9817191724019,562.6520601368788,612.1208831263133,699.3668382924302,611.7859073755055,614.9085161425173,705.997302312377,666.383078196147,698.4319539277219,605.60633269391,607.2165470497912
607.1822167830449,513.9811221658791,653.1806607937358,654.1059047024019,713.3186739354742,538.221714680036,651.1223889384577,669.0728826083928,581.49322655506,469.4183996177833,634.8138099896383,641.9962950950961,731.1798346561523,512.5146153261038,656.5495353077373,679.3917603260679,578.3038605480061,476.9391778604922,641.3197729131889,130.89333306113934,307.7078785291023,614.6667194305642,533.8670270446953,458.39419410278987,555.3823097452914,549.4975373136715,602.8329428098042,494.44351207543184,425.5433947911603,489.514300913434,544.3850391370069,510.54209008305793,466.37766658509196,545.9717757218754,499.1255314836401,586.5852202385605,513.560084191724,544.4626433069024,553.0483258218516,519.8602814900139,616.0458331617363,639.6528550043479,469.42363441773807,648.4002862345136,583.4935412375643,601.5271068141278,382.6720228433095,365.423213787146,399.7782929456202,524.9733716679426,530.4027382625363,600.9386325146002,614.6583885301375,488.0449375421576,573.7002051607069,575.7435123034894,582.8777160720811,667.4045457530724,518.3618132385043,671.9436886293252,617.0873028158422,561.4262271327433,411.06837407368073,583.9265367443071,615.2002871136697,603.6392891979659,532.3969783118101,582.5567876549464,563.8481899388009,253.3832722466868,545.3197951624854,633.6877074245276,507.59068171639456,459.5769740213191,669.5277743733054,688.6823608651498,661.5847786269529,619.9742087213381,614.2769545937708,614.1241117200703,630.221739284623,620.804982880367,672.1800661710668,656.1544098049553,637.7326530734713,619.4216744821524,630.8216273474968,641.5052663202329,663.8050818545466,706.0527536824846,688.6679252562029,681.14674506853,616.2330701886079,645.3863921379224,403.732086742066,386.20864276223426,688.6772185454375,659.0451299683539,654.4089075514594,623.9368957519162,660.4846689672004,590.0186869598905,615.3337058724937,678.413422646674,625.3357520706952,680.4623666738646,561.444750056874,611.5004861297647,697.3783785890032,612.2359867062623,608.9351446776267,699.8977552525888,664.7182216888281,695.5459836899217,595.7066155205811,602.2210173304574
600.9797517109625,513.3775734340184,658.5891263850649,654.5220766930458,707.09999990174,540.392491538134,652.4801793160591,672.3781023184287,578.3113969796432,460.96431931956096,638.8912016985679,642.7076036751965,725.3069356397801,516.2769350286836,659.4221916686301,680.7147594466217,571.1342493525948,467.96617930699614,641.2161984827923,126.75125881413065,299.67391604764634,616.4061391378543,535.8701267962601,458.0853374735641,555.358938392588,547.5403589792624,609.091026559437,496.1909227453785,425.1647219669342,487.1993547406941,543.1764277934496,504.9750816313452,464.91373535070477,547.7566652240445,500.1272772061134,586.4702717973919,513.09691636361,543.5536370987048,551.7176879170324,522.1361002396236,619.845285889718,643.3291768139217,465.7026134339072,646.1200167488716,583.411705224712,595.9936443348523,379.34015283368547,360.2153876214584,393.6834594236334,524.5056746500402,528.4460140863733,605.9449172229031,614.0148321319434,487.26345271968904,575.2764186094608,575.6325409438037,585.2606338636775,671.7129443063906,519.0465430704849,670.0938605873072,617.7200314461234,556.614527309586,407.54961400240023,582.1514160757819,619.8143810748732,607.567645799516,525.4180170183743,578.5134303053103,560.2875846990395,244.99490815733137,545.5863141397077,636.256665512911,509.7531942791583,458.6015422736117,670.811980195254,690.8411972265593,663.7038584145349,619.4671358876764,611.947251531866,613.2959371051224,631.9614259340048,618.1838447608884,675.6556522550592,656.3446239099812,639.8764175169744,623.8214265722196,630.0858666086615,640.6583818327256,661.8332540533987,708.9592189025112,692.9169436763566,683.5424210142139,616.1977006255244,643.3319864357735,400.63272567816387,382.21680757278784,690.0054952765672,663.5273967860671,654.6195982693795,623.2640244683733,656.9208717851922,586.581121589296,615.0103491067848,677.8647798201191,629.234865240365,683.6563793016671,555.8239800592288,607.6746074938961,697.982081504359,602.7839454099039,609.9894803570137,698.5455027452572,659.5796388782766,689.7563384303218,599.2616801022086,606.7636860258586
606.6020747815686,512.9111510925682,651.1093954543658,649.1061975847509,712.0521973064133,534.6496294178633,649.1164302000459,673.1436231210057,579.4721274948585,466.6730435525692,634.7359836795806,637.0687408613302,727.4349123039465,513.5141281183771,656.3288280087947,682.2258603344837,575.364893472646,472.3399208035467,642.7968513212729,129.37701420213747,302.92698369421504,611.1377656565526,533.6784462740335,458.2882439157899,552.740441218438,543.8923078540774,604.9837009764153,494.1365216708381,426.7480415313597,487.2680256647844,543.5527595223836,505.39859548801655,465.9897650701145,545.5336100760051,501.7831527849008,582.5035372574816,512.4312227762282,545.7628914417385,551.0953486434142,519.9883059154267,608.3806112487775,640.0317004995075,464.8031918644398,646.9286381393696,583.5611877887537,595.604013854087,380.17652435689894,362.802807325255,394.71051534813864,524.0585145511386,527.115110323309,601.292821639965,613.5610715905362,486.4858845977287,570.7236139288666,571.8253310113921,582.9029610719525,667.1801939628393,517.6645400835298,668.165183849832,617.297007963695,558.8659800891586,406.01890670348774,581.9979750134796,612.0847221152383,603.2710318573528,530.1623711270356,583.957933544812,563.4232793766729,250.27898536337506,543.0572780220501,631.8635422336532,511.2175352210329,459.15703979130853,662.0711499480514,686.4877356528458,661.3759353738333,622.9453407917333,616.1903576336372,614.756664173762,634.1679397824037,619.3698810749939,674.0095308956551,659.1765961965215,641.2861509127961,620.1695457613705,630.2703362084935,644.089704701068,664.1380656344169,705.4052088891877,687.9959191610351,679.3850891926178,616.4518979902853,643.1573921668033,402.4171640040239,386.3899676547231,691.0010877843579,661.5703236185984,655.493285211424,623.1219457575,656.5826062731347,587.2304740327683,616.0690863760898,681.2832606672433,622.5530318888405,680.7805606743784,558.8606591617465,609.8423292993136,698.2393119998231,607.6318014068676,607.7824960494237,698.302719769554,662.5761410060475,692.7306516963286,594.3635835555277,602.383325471255
606.138565285214,513.7043505858826,658.9767703056066,654.5257415492603,713.2560787255127,537.0032474496261,650.1068463096593,670.2586665009973,579.9002718191701,457.0956913521678,638.7188224181399,640.0890382498194,729.1232881205839,515.0207905735293,655.364363150057,682.2629132114513,571.2520990224483,466.98507104855025,643.6758682242382,128.27997818527624,301.0364327865715,614.8834082397658,536.6350178055836,459.1094622837525,554.3155798235138,545.7421184972275,606.1393908951432,498.5372487880256,430.7021811534827,492.14443524582686,547.3285416036845,505.7550915068592,469.437975373686,547.9305309209547,502.34097824561314,584.3277341859673,517.4225579903557,547.8123781029184,553.4211887000445,521.1260196140158,615.3865770732615,645.3224900697564,467.0493214960553,643.7754322861163,586.0812210041798,599.2401214751404,381.9467596096723,360.14814331276057,393.48371705911694,526.180377889022,528.3714383664258,604.8955637152326,610.6629206667639,489.2215324122825,577.0364297034512,576.0906591192221,585.2355819011884,671.9581502250844,520.0519073588903,672.0981512019645,616.8540417953258,559.651816754902,411.57765640965835,585.8470836387268,619.8041229527537,606.8394587607438,527.4084569663884,583.2517423880694,565.8156130309291,248.35345838687962,546.2134066760835,636.2299947613986,513.3755435782122,459.46642372002003,669.595083841894,692.0944924304537,665.4639684020347,624.2464197418288,616.6948699280034,618.5202887443816,635.5499078752117,622.1962300537605,678.8851648493044,659.1629399713062,643.6985563223111,624.0316687443955,631.6262411944738,645.3842161080679,664.4349119492695,709.2624242248473,690.1290933577715,683.4286315681295,616.1942054592475,644.6879962945183,403.4527525205446,385.6666242163471,690.2223410042242,663.7080796866791,655.5619901910765,623.7909843269647,655.8886443662165,589.0714869712069,613.3209847545784,676.5040281804892,626.9366675799758,685.7297364233777,558.7765431224555,610.5237652768475,703.3464509885002,605.2022943355595,612.3733464483896,700.7551163311134,662.9050967563225,694.6266237759596,601.1038865646904,605.6087271442525
609.954091367814,519.6676817163433,656.4662139855363,650.4500322506124,718.0250167853254,537.6585468037637,648.9529131622033,667.8674251741547,581.6416531847385,471.68069388787205,637.3486880203918,637.3680488230998,733.0407247525172,512.783758671164,655.2769992060481,680.842775467496,574.601594390755,476.2365732509888,641.3118849789041,133.8994264065714,308.80136382120725,613.4477434327339,537.3660854789629,462.4996176628427,557.3189370123648,548.9641031988064,607.5215658682627,497.90288079260216,430.9664735318405,494.73851165211187,548.0337544497041,509.1068131203761,470.5675698377115,546.6193253027229,504.21061358099297,587.6518657736362,518.2649251588548,548.3419878602028,554.1080055859512,517.501000311854,614.2513292501199,643.1151259063157,469.67194460527077,647.8983705506386,586.0378558847129,603.2042867944086,384.345330491066,362.7948164096474,399.16200154581105,523.8509584675296,529.0899537409977,602.5243446018142,610.4108844926956,490.4959417240485,578.5471894760112,575.4749125996522,583.1515395987233,672.2307920211872,520.3462347379008,673.1695871533381,618.4208844318963,565.4773738720143,413.4574095330455,588.6459506221291,613.9939038479722,605.94548955445,531.033741684691,585.8793619837826,569.1099197829099,257.582244191976,546.4377335954202,635.5279892788855,515.8843268229302,465.68038554432263,669.1302917566139,690.8821757056272,665.2531611057822,627.2126909071291,621.0071014361603,623.6239996220606,635.3942689242814,623.276398858052,675.7488517990279,660.9574753354094,643.361932744492,625.7029246557383,634.38978813793,646.5838691460267,666.8586177867408,701.4365627432969,687.7798104250481,682.5703774717631,616.5276519202409,645.995904991125,408.06150374683085,386.21832136109225,691.5657653056327,664.2132951745648,656.5724314584251,623.5784986584775,658.9867178203625,593.5738389731879,610.7613722634483,681.5424482046432,628.4932047628927,680.7030560719923,564.5638138946612,613.9287834178763,701.0767563150866,616.8207220269966,612.3417813425117,703.1219079243463,669.2847194782465,701.0267788286429,597.5872462166909,603.2086152765395
607.5835840296058,519.4442494130057,652.2627252273415,656.7433363148676,711.1063141336627,535.3217058003777,648.811467929652,670.8441485113882,581.9882811797216,470.761964232965,635.277043801085,643.1729896317376,729.994375032449,515.6669905224458,655.7486787326432,684.310446291087,574.6458514588483,479.3178851145278,642.4585899414845,131.5310498635231,310.17622570249557,619.3523359528499,536.5607736427476,461.5555193539521,560.9062006557335,550.4960007268626,615.6023656419355,501.0985015355051,432.8231395365251,496.56421732743274,551.1441677887735,508.32609205450666,471.8605319413589,549.2789214453646,507.9930862236113,592.0576210265939,522.4915519214578,549.8734177589416,555.6207769619876,522.7432183116343,614.0577955528174,648.2272643882982,472.11915220966966,649.095485836192,589.1941764304801,604.4400995024847,381.4357034944644,362.12382719545485,399.1359712481265,525.5987437144948,530.399156389308,607.1411553259534,614.857250054944,490.9980781898704,577.5509597077809,574.9850928098729,586.3453967086176,674.8380946344028,523.3947910790606,675.894321993331,620.4819969803513,564.5432291637328,413.59729281610504,589.4174945434314,618.1113922808152,612.8793329926101,531.6958956275063,589.7045296680315,570.0583849500057,257.71887071582876,551.5049648780121,636.6728011481268,513.9155346108764,465.92935722659934,669.292233502442,697.0735000340965,668.3956710358075,631.6426540346989,623.3471954173618,627.9900829760263,642.6408041349915,629.5491855684049,676.1169785826478,665.7666475808246,649.3107926667393,627.2561925307541,640.9443553536179,649.4642183613032,668.6937621152306,704.2920098757352,693.363977614069,682.7807999242408,622.7476422282315,648.8626817054898,405.6733292911709,385.0175457386283,695.2656735680467,667.7632943717273,657.8626645355549,626.9460745560166,662.9758940108803,595.3154728557986,615.4676638574587,681.2596609239574,631.4153081358539,686.6856265194743,565.479012166867,609.8311076482132,698.4421637034922,611.2280342156463,615.0590299807152,704.1002379300277,669.8639920614825,702.7899311110676,602.9888875207548,609.739679001349
615.1567629524513,521.2894920560874,665.7633394951083,662.0042536267711,714.5469531348231,539.6904155540308,652.0718059959088,676.5296078966952,587.1671792257631,470.288951377514,645.9242258444511,649.6846297945538,730.1598765365779,517.9645903408151,658.2238168952879,689.2545574284397,578.7628753689171,481.0891046488728,651.5510926219755,130.58265323733323,312.0415412860148,630.8369950096383,542.7006494829852,463.72421247863076,564.0962770908332,555.3608794512593,615.4111493671207,503.1562190627875,433.8013332831195,498.9456490954078,552.7640555092523,511.60821183857007,473.3522279441519,551.2637130815758,509.627710832445,595.5763099758443,523.2050158380313,551.9972189375849,555.4101684418083,523.9408872027236,620.1082015196858,649.2216958847142,473.44904693073613,652.7198520560423,591.3644052701538,605.7545740492849,381.0869899569357,366.9675820767352,395.00901216300645,527.8504687705903,531.4496526470311,611.7351290383598,617.9983184691624,495.4772632731231,582.3996501615642,580.8274898303373,589.4454698236627,677.3737134166829,525.6370083767695,674.2476740026309,621.2867904734992,565.1736841194244,408.2471637014798,588.7414331566893,629.1969092364753,619.6376965202363,533.1744165359886,598.3758137137185,572.5225454824497,258.4229795710584,558.6302852255318,646.8384183659495,517.1294828483123,468.82062681664,675.0885746101897,699.9393008372512,674.1264624743246,632.089822332908,625.2146131122553,627.9915198090931,642.6306732585772,630.1250994850568,683.8339956560272,668.0270380576777,652.7418169228015,631.2229798266471,643.7412797349375,652.6531035101667,669.9639440969769,711.3558946897816,696.4338963991521,688.6314019251079,624.7763203153445,650.5348492612218,405.3746010129786,388.0730232656238,699.4167404375812,672.8308895675127,659.1074266629307,628.5309018272909,663.1418556556008,593.160123210758,617.3505443552078,684.576687908431,635.9541420895333,691.5939515655984,563.877767081568,617.3548360823961,707.0548751108665,617.5200340667637,619.5633629466209,703.3306237654201,670.1466030102811,702.4421666437484,613.3797197510759,615.1114872503975
613.8230605907098,525.1108808170513,659.8458957630342,658.3223379932103,718.2946067372227,538.2912398230548,652.1162490882455,671.9444430997231,587.3965917982431,474.82836388543814,642.1618634246523,645.2298421132673,732.5143658525817,514.0761585689968,658.5071064304192,684.8050966351091,579.2478421555984,486.73874698373567,647.0238085583405,133.68834482822277,317.42276976575636,625.3841164853893,543.591609289919,464.1893769592953,563.364494628575,559.0968448881023,617.0761650800705,503.2222653193323,434.3015131397525,501.0561000853596,554.5646466877795,514.8628678217405,475.0295807045908,549.9027595210672,508.12074205017984,596.8145548505048,523.7673773497019,552.3277467077784,554.8113020624453,526.1576117351824,618.3946261657588,648.2948949002935,472.7918886454299,653.17301532315,592.0519112455345,607.1919332595647,386.49734128481333,368.98794831637815,400.0032782716566,527.6830918866915,532.9969799065589,605.3085449798172,617.8992853237776,496.05821045279095,581.8437850749935,580.5274398628972,588.0606518167002,677.7924771935099,526.3194329493889,675.806828524897,620.546209973517,569.787044040898,412.77464302208097,592.0149639227197,623.1588099302721,615.2566715390057,536.2393141049185,598.7235750021631,577.1113127293828,264.6500464055269,555.7465801121933,642.463082637859,517.6918566218856,471.1658698255771,675.4582948185862,698.986955108662,674.017171657498,633.936581593104,626.4610812610883,631.2316315909865,641.1939267101134,631.5862845899493,681.9643499333986,667.6305377791292,651.7822895540487,628.2512554219936,644.9287821415238,653.1791134920142,670.4157622369495,710.3834847211061,697.6685313227678,687.962236760596,624.0856070753624,649.0032692222968,409.6713101262802,392.07709703482124,699.2888120018159,667.9158779750351,658.4825801422195,627.6933771469551,664.1085126762371,594.7531808674903,617.3873612567224,682.6306535322265,630.0270835945458,689.0231097334237,567.589809584558,619.091860231295,707.1810535731172,618.5971875340875,619.958168794717,706.7796952952351,673.6257324634972,705.9112867913122,608.6791362517002,611.3519329920557
